run_accession	platform	library_layout	read_length	spots	count_reads	bases	average_genome_size	genome_equilvalents	sample_accession	sampling_campaign	sampling_station	sampling_platform	event_label	event_date_time_start	event_date_time_end	latitude_start	longitude_start	latitude_end	longitude_end	depth	sample_collection_device	protocol_label	size_fraction_lower_threshold	size_fraction_upper_threshold	sample_status	last_update_date	marine_region	temperature	salinity_sensor	oxygen_sensor	nitrate_sensor	chlorophyll_sensor	environment_biome	environment_feature	environment_material	environmental_package	citation	further_details	project_name	ena_checklist
ERR594324	ILLUMINA	PAIRED	101	62694109	125388218	12664210018	54392600	232.82964995238322	ERS490010	TARA_20100624Z	TARA_064	"SV Tara"	TARA_20100708T0621Z_064_EVENT_PUMP	2010-07-08T06:21	2010-07-08T08:50	-29.5333	37.9117	-29.5123	37.8586	65	"PUMP (High Volume Peristaltic Pump) with ECOTriplet"	GIRUS_NUC-dry_W0.1-0.22	0.1	0.22	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	22.2503	35.3355	207.446	-0.112031	0.214573	"marine biome (ENVO:00000447)"	"deep chlorophyll maximum layer (ENVO:xxxxxxxx)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599324	ILLUMINA	PAIRED	99	149206429	298412858	29539096803	14854500	1988.5582910774215	ERS490019	TARA_20100624Z	TARA_064	"SV Tara"	TARA_20100708T0621Z_064_EVENT_PUMP	2010-07-08T06:21	2010-07-08T08:50	-29.5333	37.9117	-29.5123	37.8586	65	"PUMP (High Volume Peristaltic Pump) with ECOTriplet"	PROT_NUC-RNA(100L)_W0.8-5	0.8	5	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	22.2503	35.3355	207.446	-0.112031	0.214573	"marine biome (ENVO:00000447)"	"deep chlorophyll maximum layer (ENVO:xxxxxxxx)"	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR594330	ILLUMINA	PAIRED	101	35266822	70533644	7123898044	59505400	119.71848953839694	ERS488803	TARA_20100309Z	TARA_038	"SV Tara"	TARA_20100315T0335Z_038_EVENT_PUMP	2010-03-15T03:35	2010-03-15T05:53	19.0393	64.4913	19.0342	64.5162	5	"PUMP (High Volume Peristaltic Pump)"	GIRUS_NUC-dry_W0.1-0.22	0.1	0.22	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	26.2314	36.6179	199.936	0.889376	0.161808	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR594382	ILLUMINA	PAIRED	96	28563061	57126122	5511077473	23649300	233.03299546067748	ERS490120	TARA_20100624Z	TARA_065	"SV Tara"	TARA_20100712T1106Z_065_Combined-EVENTS_CAST	2010-07-12T11:03:22	2010-07-12T12:12	-35.2421	26.3048	-35.2528	26.317	30	"ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles"	VIRUS_NUC-Fe_W<-0.22	0	0.22	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Province:Agulhas (MRGID:21760),  Marine Province:Northern New Zealand (MRGID:21786), Marine Ecoregion:Natal (MRGID:21805), Marine Ecoregion:Agulhas Bank (MRGID:21806)"	21.815	99999	206.437	99999	0.272648	"marine biome (ENVO:00000447)"	"deep chlorophyll maximum layer (ENVO:xxxxxxxx)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR594414	ILLUMINA	PAIRED	97	28140396	56280792	5439934799	22354400	243.34946999729002	ERS490120	TARA_20100624Z	TARA_065	"SV Tara"	TARA_20100712T1106Z_065_Combined-EVENTS_CAST	2010-07-12T11:03:22	2010-07-12T12:12	-35.2421	26.3048	-35.2528	26.317	30	"ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles"	VIRUS_NUC-Fe_W<-0.22	0	0.22	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Province:Agulhas (MRGID:21760),  Marine Province:Northern New Zealand (MRGID:21786), Marine Ecoregion:Natal (MRGID:21805), Marine Ecoregion:Agulhas Bank (MRGID:21806)"	21.815	99999	206.437	99999	0.272648	"marine biome (ENVO:00000447)"	"deep chlorophyll maximum layer (ENVO:xxxxxxxx)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR164418	LS454	SINGLE	569	747681	747681	425159404	2716010	156.5383186392826	ERS488804	TARA_20100309Z	TARA_038	"SV Tara"	TARA_20100315T0335Z_038_EVENT_PUMP	2010-03-15T03:35	2010-03-15T05:53	19.0393	64.4913	19.0342	64.5162	5	"PUMP (High Volume Peristaltic Pump)"	GIRUS_NUC-dry_W0.22-1.6	0.22	1.6	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	26.2314	36.6179	199.936	0.889376	0.161808	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR164409	LS454	SINGLE	571	258615	258615	147569855	2635680	55.989275256496825	ERS477979	TARA_20091111Z	TARA_023	"SV Tara"	TARA_20091118T0841Z_023_EVENT_PUMP	2009-11-18T08:41Z	2009-11-18T10:46Z	42.2038	17.715	42.1874	17.7189	5	"PUMP (High Volume Peristaltic Pump)"	BACT_NUC-DNA(100L)_W0.22-1.6	0.22	1.6	"This version is NOT FINAL but can be used to provide data discovery services"	2014-03-01Z	"(search radius=5 degree) Marine Ecoregion:Adriatic Sea (MRGID:3314), Marine Ecoregion:Ionian Sea (MRGID:3351)"	17.322	38.2014	221.457	99999	0.0419	"marine biome (ENVO:00000447)"	"surface water (ENVO:00002042) layer"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans"	ERC000030
ERR315858	ILLUMINA	PAIRED	105	37472639	74945278	7906510735	1887550	4188.776943294969	ERS477979	TARA_20091111Z	TARA_023	"SV Tara"	TARA_20091118T0841Z_023_EVENT_PUMP	2009-11-18T08:41Z	2009-11-18T10:46Z	42.2038	17.715	42.1874	17.7189	5	"PUMP (High Volume Peristaltic Pump)"	BACT_NUC-DNA(100L)_W0.22-1.6	0.22	1.6	"This version is NOT FINAL but can be used to provide data discovery services"	2014-03-01Z	"(search radius=5 degree) Marine Ecoregion:Adriatic Sea (MRGID:3314), Marine Ecoregion:Ionian Sea (MRGID:3351)"	17.322	38.2014	221.457	99999	0.0419	"marine biome (ENVO:00000447)"	"surface water (ENVO:00002042) layer"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans"	ERC000030
ERR315861	ILLUMINA	PAIRED	106	37310366	74620732	7931520724	1858370	4268.0029953699295	ERS477979	TARA_20091111Z	TARA_023	"SV Tara"	TARA_20091118T0841Z_023_EVENT_PUMP	2009-11-18T08:41Z	2009-11-18T10:46Z	42.2038	17.715	42.1874	17.7189	5	"PUMP (High Volume Peristaltic Pump)"	BACT_NUC-DNA(100L)_W0.22-1.6	0.22	1.6	"This version is NOT FINAL but can be used to provide data discovery services"	2014-03-01Z	"(search radius=5 degree) Marine Ecoregion:Adriatic Sea (MRGID:3314), Marine Ecoregion:Ionian Sea (MRGID:3351)"	17.322	38.2014	221.457	99999	0.0419	"marine biome (ENVO:00000447)"	"surface water (ENVO:00002042) layer"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans"	ERC000030
ERR164423	LS454	SINGLE	561	692670	692670	388921171	2198180	176.92875900262013	ERS489274	TARA_20100410Z	TARA_046	"SV Tara"	TARA_20100415T0201Z_046_EVENT_PUMP	2010-04-15T02:01	2010-04-15T05:28	-0.6625	73.161	-0.6623	73.1611	5	"PUMP (High Volume Peristaltic Pump)"	GIRUS_NUC-dry_W0.22-1.6	0.22	1.6	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Province:Central Indian Ocean Islands (MRGID:21774)"	30.1257	35.1113	185.733	0.477267	0.121909	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599297	ILLUMINA	PAIRED	96	156516445	313032890	30003450796	7262500	4131.283249442358	ERS490279	TARA_20100905Z	TARA_068	"SV Tara"	TARA_20100914T0655Z_068_EVENT_PUMP	2010-09-14T06:55	2010-09-14T08:15	-31.0266	4.665	-31.0263	4.6977	5	"PUMP (High Volume Peristaltic Pump)"	PROT_NUC-RNA(100L)_W0.8->	0.8	0	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	16.8321	35.6869	231.915	99999	0.201517	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR594297	ILLUMINA	PAIRED	101	178203533	356407066	35997113666	2080460	17302.444870951866	ERS490273	TARA_20100905Z	TARA_068	"SV Tara"	TARA_20100914T0655Z_068_EVENT_PUMP	2010-09-14T06:55	2010-09-14T08:15	-31.0266	4.665	-31.0263	4.6977	5	"PUMP (High Volume Peristaltic Pump)"	GIRUS_NUC-dry_W0.45-0.8	0.45	0.8	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	16.8321	35.6869	231.915	99999	0.201517	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR594318	ILLUMINA	PAIRED	101	169647248	339294496	34268744096	1816050	18869.895285863648	ERS490272	TARA_20100905Z	TARA_068	"SV Tara"	TARA_20100914T0655Z_068_EVENT_PUMP	2010-09-14T06:55	2010-09-14T08:15	-31.0266	4.665	-31.0263	4.6977	5	"PUMP (High Volume Peristaltic Pump)"	GIRUS_NUC-dry_W0.22-0.45	0.22	0.45	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	16.8321	35.6869	231.915	99999	0.201517	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR598993	ILLUMINA	PAIRED	99	179380493	358760986	35650309194	1938820	18387.651235959227	ERS488330	TARA_20091031Z	TARA_018	"SV Tara"	TARA_20091102T0813Z_018_EVENT_PUMP	2009-11-02T08:13	2009-11-02T11:39	35.759	14.2574	35.7392	14.3321	5	"PUMP (High Volume Peristaltic Pump)"	BACT_NUC-DNA(100L)_W0.22-1.6	0.22	1.6	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Province:Mediterranean Sea (MRGID:8552), Marine Ecoregion:Tunisian Plateau/Gulf of Sidra (MRGID:21898), Marine Ecoregion:Ionian Sea (MRGID:3351)"	21.4395	37.8924	207.791	99999	0.048898	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599140	ILLUMINA	PAIRED	96	28107661	56215322	5417029863	1946570	2782.86026087052	ERS488330	TARA_20091031Z	TARA_018	"SV Tara"	TARA_20091102T0813Z_018_EVENT_PUMP	2009-11-02T08:13	2009-11-02T11:39	35.759	14.2574	35.7392	14.3321	5	"PUMP (High Volume Peristaltic Pump)"	BACT_NUC-DNA(100L)_W0.22-1.6	0.22	1.6	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Province:Mediterranean Sea (MRGID:8552), Marine Ecoregion:Tunisian Plateau/Gulf of Sidra (MRGID:21898), Marine Ecoregion:Ionian Sea (MRGID:3351)"	21.4395	37.8924	207.791	99999	0.048898	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599326	ILLUMINA	PAIRED	97	129271634	258543268	25125575186	124387000	201.99579647728038	ERS490572	TARA_20101003Z	TARA_076	"SV Tara"	TARA_20101016T1118Z_076_EVENT_NET	2010-10-16T11:18	2010-10-16T11:39	-20.9514	-35.2273	-20.9554	-35.2366	5	"PLANKTON NET, TYPE=Double, MESH_Size_(ï¿½m)=20, MOUTH_Opening_(m^2)=0.192442, LENGTH_(m)=2.5"	PROT_NUC-RNA(1L)_N20-180	20	180	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Trindade and Martin Vaz Islands (MRGID:21989), Marine Ecoregion:Eastern Brazil (MRGID:21990)"	23.3495	37.1014	206.194	0.030608	0.033622	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR594327	ILLUMINA	PAIRED	101	24982304	49964608	5046425408	27765500	181.75154418163885	ERS488879	TARA_20100309Z	TARA_039	"SV Tara"	TARA_20100318T0427Z_039_EVENT_PUMP	2010-03-18T04:27	2010-03-18T08:32	18.5918	66.622	18.5706	66.5023	5	"PUMP (High Volume Peristaltic Pump)"	GIRUS_NUC-dry_W0.1-0.22	0.1	0.22	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	26.8176	36.2854	193.354	-1.41558	0.099089	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599287	ILLUMINA	PAIRED	99	186645843	373291686	36793934498	636620000	57.795712915173574	ERS490473	TARA_20101003Z	TARA_072	"SV Tara"	TARA_20101005T1406Z_072_EVENT_NET	2010-10-05T14:06	2010-10-05T14:25	-8.757	-17.9245	-8.7522	-17.9297	100	"PLANKTON NET, TYPE=Bongo, MESH_Size_(ï¿½m)=180, MOUTH_Opening_(m^2)=0.258319, LENGTH_(m)=3"	PROT_NUC-RNA(1L)_N180-2000	180	2000	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	23.6999	36.6826	194.809	0.180999	0.359566	"marine biome (ENVO:00000447)"	"deep chlorophyll maximum layer (ENVO:xxxxxxxx)"	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599363	ILLUMINA	PAIRED	98	36378246	72756492	7109639584	156459000	45.44098824881213	ERS493651	TARA_20111124Z	TARA_137	"SV Tara"	TARA_20111202T1412Z_137_EVENT_PUMP	2011-12-02T14:12	2011-12-02T14:46	14.2035	-116.626	14.2017	-116.634	5	"PUMP (High Volume Peristaltic Pump)"	VIRUS_NUC-Fe_W<-0.22	0	0.22	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Revillagigedos (MRGID:21973)"	26.4091	33.8844	195.127	3.24131	0.290611	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599137	ILLUMINA	PAIRED	100	47239839	94479678	9466525727	2321910	4077.0354659991713	ERS490476	TARA_20101003Z	TARA_072	"SV Tara"	TARA_20101005T1535Z_072_EVENT_PUMP	2010-10-05T15:35	2010-10-05T15:42	-8.7296	-17.9604	-8.7006	-17.9915	100	"PUMP (High Volume Peristaltic Pump) with ECOTriplet"	BACT_NUC-DNA(100L)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	24.1127	36.6033	194.428	0.241265	0.263939	"marine biome (ENVO:00000447)"	"deep chlorophyll maximum layer (ENVO:xxxxxxxx)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599133	ILLUMINA	PAIRED	99	116570800	233141600	23040846872	2306940	9987.604543109353	ERS490476	TARA_20101003Z	TARA_072	"SV Tara"	TARA_20101005T1535Z_072_EVENT_PUMP	2010-10-05T15:35	2010-10-05T15:42	-8.7296	-17.9604	-8.7006	-17.9915	100	"PUMP (High Volume Peristaltic Pump) with ECOTriplet"	BACT_NUC-DNA(100L)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	24.1127	36.6033	194.428	0.241265	0.263939	"marine biome (ENVO:00000447)"	"deep chlorophyll maximum layer (ENVO:xxxxxxxx)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599380	ILLUMINA	PAIRED	95	60018768	120037536	11451557335	42943500	266.66587186204896	ERS492657	TARA_20110726Z	TARA_122	"SV Tara"	TARA_20110726T1710Z_122_EVENT_PUMP	2011-07-26T17:10	2011-07-26T19:41	-8.9971	-139.196	-8.9721	-139.274	5	"PUMP (High Volume Peristaltic Pump)"	VIRUS_NUC-Fe_W<-0.22	0	0.22	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)"	26.5441	35.3662	186.241	3.98636	0.166512	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599008	ILLUMINA	PAIRED	97	165789358	331578716	32263640743	3446700	9360.735707648411	ERS491110	TARA_20101231Z	TARA_085	"SV Tara"	TARA_20110107T1041Z_085_Combined-EVENTS_CAST	2011-01-07T10:39:47	2011-01-07T12:55	-61.9689	-49.5017	-61.9898	-49.3613	790	"ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles"	BACT_NUC-DNA(100L)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Province:Scotia Sea (MRGID:21742), Marine Ecoregion:South Orkney Islands (MRGID:21928)"	0.45883	34.68	203.839	38.8212	0.010087	"marine biome (ENVO:00000447)"	"mesopelagic zone (ENVO:00000213)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599125	ILLUMINA	PAIRED	99	38042263	76084526	7569465947	3590420	2108.239689785596	ERS491110	TARA_20101231Z	TARA_085	"SV Tara"	TARA_20110107T1041Z_085_Combined-EVENTS_CAST	2011-01-07T10:39:47	2011-01-07T12:55	-61.9689	-49.5017	-61.9898	-49.3613	790	"ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles"	BACT_NUC-DNA(100L)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Province:Scotia Sea (MRGID:21742), Marine Ecoregion:South Orkney Islands (MRGID:21928)"	0.45883	34.68	203.839	38.8212	0.010087	"marine biome (ENVO:00000447)"	"mesopelagic zone (ENVO:00000213)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR594334	ILLUMINA	PAIRED	101	23962301	47924602	4840384802	37900400	127.71330415650539	ERS488722	TARA_20100309Z	TARA_036	"SV Tara"	TARA_20100312T0606Z_036_EVENT_PUMP	2010-03-12T06:06	2010-03-12T06:56	20.8183	63.5047	20.8151	63.5046	5	"PUMP (High Volume Peristaltic Pump)"	GIRUS_NUC-dry_W0.1-0.22	0.1	0.22	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Gulf of Oman (MRGID:4267)"	25.5814	36.5301	104.908	99999	0.129697	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR164414	LS454	SINGLE	567	113801	113801	64539313	2454210	26.297436380123834	ERS488723	TARA_20100309Z	TARA_036	"SV Tara"	TARA_20100312T0606Z_036_EVENT_PUMP	2010-03-12T06:06	2010-03-12T06:56	20.8183	63.5047	20.8151	63.5046	5	"PUMP (High Volume Peristaltic Pump)"	GIRUS_NUC-dry_W0.22-1.6	0.22	1.6	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Gulf of Oman (MRGID:4267)"	25.5814	36.5301	104.908	99999	0.129697	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR164419	LS454	SINGLE	573	650025	650025	372444709	2835900	131.33226441797154	ERS488723	TARA_20100309Z	TARA_036	"SV Tara"	TARA_20100312T0606Z_036_EVENT_PUMP	2010-03-12T06:06	2010-03-12T06:56	20.8183	63.5047	20.8151	63.5046	5	"PUMP (High Volume Peristaltic Pump)"	GIRUS_NUC-dry_W0.22-1.6	0.22	1.6	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Gulf of Oman (MRGID:4267)"	25.5814	36.5301	104.908	99999	0.129697	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599263	ILLUMINA	PAIRED	98	137618710	275237420	26963708965	64923500	415.31523920561494	ERS490683	TARA_20101031Z	TARA_078	"SV Tara"	TARA_20101104T1322Z_078_EVENT_NET	2010-11-04T13:22	2010-11-04T13:40	-30.1872	-43.2834	-30.1949	-43.2811	5	"PLANKTON NET, TYPE=Double, MESH_Size_(ï¿½m)=20, MOUTH_Opening_(m^2)=0.192442, LENGTH_(m)=2.5"	PROT_NUC-RNA(1L)_N20-180	20	180	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	19.8541	36.3242	221.475	-0.385346	0.053173	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"particulate matter, including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599383	ILLUMINA	PAIRED	94	13446484	26892968	2525620012	9262510	272.67114356546654	ERS488253	TARA_20090926Z	TARA_011	"SV Tara"	TARA_20091004T0830Z_011_EVENT_PUMP	2009-10-04T08:30	2009-10-04T09:57	41.6686	2.7996	40.6686	2.7996	5	"PUMP (High Volume Peristaltic Pump)"	VIRUS_NUC-Fe_W<-0.22	0	0.22	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	99999	99999	99999	99999	99999	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR598996	ILLUMINA	PAIRED	99	182027367	364054734	36053577901	2261660	15941.166309334052	ERS494488	TARA_20120223Z	TARA_150	"SV Tara"	TARA_20120305T1734Z_150_EVENT_PUMP	2012-03-05T17:34	2012-03-05T19:39	35.8427	-37.1526	35.7956	-37.0998	40	"PUMP (High Volume Peristaltic Pump) with ECOTriplet"	BACT_NUC-DNA(100L)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	17.6636	36.2402	230.133	1.21028	0.339591	"marine biome (ENVO:00000447)"	"deep chlorophyll maximum layer (ENVO:xxxxxxxx)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599012	ILLUMINA	PAIRED	99	145714747	291429494	28948356295	2225730	13006.24314676402	ERS489877	TARA_20100624Z	TARA_062	"SV Tara"	TARA_20100703T0809Z_062_EVENT_PUMP	2010-07-03T08:09	2010-07-03T09:57	-22.3368	40.3412	-22.3407	40.3444	5	"PUMP (High Volume Peristaltic Pump)"	BACT_NUC-DNA(100L)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	n/a	25.0802	35.3248	199.896	-0.166794	0.089746	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR598958	ILLUMINA	PAIRED	99	169860924	339721848	33529892640	2571720	13037.914922374968	ERS494374	TARA_20120223Z	TARA_148b	"SV Tara"	TARA_20120227T1532Z_148b_Combined-EVENTS_CAST	2012-02-27T15:28:31	2012-02-27T21:34	34.1504	-56.9684	33.9044	-56.7834	250	"ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles"	BACT_NUC-RNA(10L-or-10min)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degree) Marine Ecoregion:Bermuda (MRGID:21979)"	18.169	36.5637	191.753	4.0429	0.004651	"marine biome (ENVO:00000447)"	"mesopelagic zone (ENVO:00000213)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599047	ILLUMINA	PAIRED	99	153923288	307846576	30478289383	2675740	11390.586031640736	ERS494274	TARA_20120212Z	TARA_146	"SV Tara"	TARA_20120216T1208Z_146_Combined-EVENTS_CAST	2012-02-16T12:01:25	2012-02-16T18:22	34.6663	-71.2907	34.6054	-71.2317	640	"ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles"	BACT_NUC-DNA(100L)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Virginian (MRGID:21853)"	11.0123	35.4022	138.083	21.8309	0.006052	"marine biome (ENVO:00000447)"	"mesopelagic zone (ENVO:00000213)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
ERR599035	ILLUMINA	PAIRED	100	51495893	102991786	10276975582	2446200	4201.192329586508	ERS490885	TARA_20101126Z	TARA_082	"SV Tara"	TARA_20101206T1033Z_082_EVENT_PUMP	2010-12-06T10:33	2010-12-06T11:45	-47.1863	-58.2902	-47.1906	-58.2682	5	"PUMP (High Volume Peristaltic Pump)"	BACT_NUC-RNA(10L-or-10min)_W0.22-3	0.22	3	"This version can be used to provide data discovery services"	2014-05-01Z	"(search radius=5 degrees) Marine Ecoregion:Malvinas/Falklands (MRGID:21890)"	7.32152	34.0486	305.012	17.0911	0.310844	"marine biome (ENVO:00000447)"	"surface water layer (ENVO:00002042)"	"saline water (ENVO:00002010), including plankton (ENVO:xxxxxxxx)"	water	tbd	tbd	"Tara Oceans expedition (2009-2013)"	ERC000011
